planet_name,host_star_name,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_rad_jup_rad,planet_mass_earth_mass,planet_mass_jup_mass,Eccentricity,planet_equil_temp_k,spectral_type,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,distance_parsec,stellar_surf_grav,declination_deg,discovery_method
K2-312 c,HD 80653,921.2,1.961,,,1719.45168,5.41,0.853,,,5959.0,1.22,1.18,109.86,,14.3678691,Radial Velocity
K2-315 b,K2-315,3.1443189,,0.95,0.085,,,,460.0,M(3.5+/-0.5) V,3300.0,0.2,0.17,56.9686,5.09,-20.1081634,Transit
K2-316 b,K2-316,1.133,0.0147,1.33,0.119,,,,841.0,,3436.0,0.38,0.41,112.486,4.89,-23.2594663,Transit
K2-316 c,K2-316,5.26,0.0582,1.83,0.163,,,,423.0,,3436.0,0.38,0.41,112.486,4.89,-23.2594663,Transit
K2-317 b,K2-317,6.22,0.0542,2.93,0.261,,,,432.0,,3387.0,0.38,0.4,176.291,4.88,-21.0227209,Transit
K2-318 b,K2-318,7.01,0.0911,1.66,0.148,,,,456.0,,3851.0,0.55,0.56,147.866,4.7,-17.557463,Transit
K2-319 b,K2-319,26.68,0.1516,2.79,0.249,,,,641.0,,5440.0,0.9,0.95,209.071,4.51,3.0399357,Transit
K2-32 b,K2-32,8.991834465,0.08042200000000001,5.183333333333334,0.46244444444444444,17.533333333333335,0.05516666666666667,0.01,807.6666666666666,G9 V,5247.375,0.837,0.87375,157.682,4.507142857142857,-19.5430504,Transit
K2-32 c,K2-32,20.659984444444447,0.14002599999999998,3.098777777777778,0.27644444444444444,9.433333333333332,0.02968333333333333,0.016333333333333335,612.0,G9 V,5243.571428571428,0.8355555555555555,0.87,157.682,4.503333333333333,-19.5430504,Transit
K2-32 d,K2-32,31.717219888888888,0.186364,3.459777777777778,0.30877777777777776,17.333333333333332,0.05453666666666667,0.016666666666666666,530.6666666666666,G9 V,5243.571428571428,0.8355555555555555,0.87,157.682,4.503333333333333,-19.5430504,Transit
K2-32 e,K2-32,4.3490866666666665,0.04925,1.474,0.13266666666666668,2.1,0.00661,0.043,1066.0,,5271.0,0.82,0.845,157.682,4.49,-19.5430504,Transit
K2-320 b,K2-320,1.995,0.0142,2.62,0.234,,,,698.0,,3157.0,0.3,0.12,108.74,4.55,5.3064776,Transit
K2-321 b,K2-321,2.298,0.041,1.95,0.174,,,,701.0,,3855.0,0.58,0.6,77.6888,4.68,2.5138829,Transit
K2-322 b,K2-322,8.205,0.0594,1.92,0.171,,,,635.0,,4141.0,0.6,0.63,123.415,4.68,4.7640203,Transit
K2-323 b,K2-323,24.93,0.1275,2.1,0.187,,,,318.0,,3710.0,0.55,0.48,118.318,4.63,6.2858689,Transit
K2-324 b,K2-324,3.262,0.0331,2.43,0.217,,,,707.0,,3752.0,0.51,0.52,136.667,4.74,6.8636732,Transit
K2-325 b,K2-325,6.93,0.0419,2.2,0.196,,,,423.0,,3287.0,0.3,0.27,111.638,4.84,-7.6867213,Transit
K2-326 b,K2-326,1.256,0.0198,2.28,0.203,,,,1114.0,,3924.0,0.69,0.51,282.308,4.46,1.3375909,Transit
K2-329 b,K2-329,12.4551225,0.1016,8.676,0.774,82.6358,0.26,0.0697,650.0,,5282.0,0.82,0.9,233.237,4.57,-5.1641451,Transit
K2-33 b,K2-33,5.42457222,0.0409,3.7095000000000002,0.331,1160.0795,3.6500000000000004,0.0,850.0,M3,3289.5,0.75,0.4066666666666667,139.268,3.9499999999999997,-19.3193831,Transit
K2-330 b,K2-330,13.77345,,2.60875,0.23275,,,,969.0,,6204.326666666667,1.474,1.225,160.125,4.126666666666666,11.6674131,Transit
K2-331 b,K2-331,9.398977,,1.79,0.16,,,,909.0,,5994.0,1.06,1.1,211.43,4.43,13.170269,Transit
K2-331 c,K2-331,22.9962555,,2.6100000000000003,0.23149999999999998,,,,673.0,,6002.0,1.05,1.1,211.43,4.43,13.170269,Transit
K2-332 b,K2-332,17.704340000000002,,1.98,0.1765,,,,266.0,,3290.5,0.25666666666666665,0.265,123.202,4.955,14.2504994,Transit
K2-333 b,K2-333,14.759580333333332,,5.74,0.5105,,,,826.0,,6006.666666666667,1.2,1.06,343.99,4.31,15.205676500000001,Transit
K2-334 b,K2-334,5.113882266666667,,5.325,0.452,,,,1380.0,,6760.666666666667,1.4366666666666665,1.36,371.82300000000004,4.253333333333333,16.3255146,Transit
K2-335 b,K2-335,12.281938499999999,,2.4019999999999997,0.21566666666666667,,,,949.0,,6159.666666666667,1.3475000000000001,1.225,557.993,4.2299999999999995,16.5220648,Transit
K2-336 b,K2-336,21.19578025,,1.289,0.11599999999999999,,,,569.0,,5332.59,0.7875000000000001,0.885,239.289,4.5633333333333335,16.7940663,Transit
K2-337 b,K2-337,16.27217575,,2.4996666666666667,0.22366666666666668,,,,850.0,,5821.666666666667,1.2275,1.01,421.636,4.223333333333334,16.9004702,Transit
K2-338 b,K2-338,3.850418,,1.0514999999999999,0.094,,,,783.0,,4531.0,0.59,0.685,156.951,4.67,17.0241557,Transit
K2-339 b,K2-339,19.507714,,2.0149999999999997,0.1795,,,,508.0,,4857.0,0.6499999999999999,0.74,360.36,4.59,18.6929046,Transit
K2-34 b,K2-34,2.995635823076923,0.044398,14.097800000000001,1.2574999999999998,503.8400075,1.58525,0.019,1675.75,F,6133.358181818182,1.4569230769230768,1.152,348.646,4.173636363636364,22.2359194,Transit
K2-340 b,K2-340,29.735183666666668,,3.44,0.307,,,,606.0,,5498.0,1.1266666666666667,0.9450000000000001,738.136,4.3149999999999995,19.0745863,Transit
K2-341 b,K2-341,36.555034,,3.1193333333333335,0.27666666666666667,,,,598.0,,5788.0,1.0999999999999999,0.98,421.4080000000001,4.305,19.9166357,Transit
K2-342 b,K2-342,11.561283,,2.215,0.1955,,,,861.0,,6030.0,1.25,1.01,208.357,4.305,21.2386816,Transit
K2-343 b,K2-343,2.7871420000000002,,1.825,0.1735,,,,653.0,,3804.0,0.485,0.49,166.169,4.8,21.5026882,Transit
K2-343 c,K2-343,7.676948666666667,,2.2533333333333334,0.20266666666666666,,,,465.0,,3797.0,0.48,0.49,166.169,4.795,21.502688200000005,Transit
K2-344 b,K2-344,3.355852,,1.5950000000000002,0.14100000000000001,,,,722.0,,4117.0,0.52,0.51,75.1691,4.74,21.6685886,Transit
K2-345 b,K2-345,10.366569,,1.9649999999999999,0.175,,,,437.0,,3727.0,0.48666666666666664,0.55,162.408,4.720000000000001,21.7890367,Transit
K2-346 b,K2-346,26.198017,,2.234,0.19933333333333333,,,,450.0,,4756.0,0.69,0.73,105.58,4.64,22.663226,Transit
K2-347 b,K2-347,7.186958999999999,,2.495,0.2225,,,,640.0,,4495.0,0.61,0.675,320.336,4.67,23.2974061,Transit
K2-348 b,K2-348,4.6885215,,3.53,0.3155,,,,908.0,,5148.5,0.84,0.83,201.856,4.52,24.4229559,Transit
K2-348 c,K2-348,12.5505335,,2.635,0.23399999999999999,,,,655.0,,5148.5,0.84,0.83,201.856,4.52,24.4229559,Transit
K2-349 b,K2-349,9.031492666666667,,2.065,0.184,,,,518.0,,4829.5,0.7000000000000001,0.72,453.567,4.6899999999999995,-14.4447454,Transit
K2-35 b,K2-35,2.39967406,0.031200000000000002,1.318,0.1176,,,0.13,979.0,K4 V,4458.6775,0.642,0.7066666666666667,252.596,4.63,1.2858679,Transit
K2-35 c,K2-35,5.6088951400000004,0.0551,1.9966666666666668,0.17816666666666667,,,0.12,751.5,K4 V,4446.858333333334,0.6685714285714285,0.7,252.596,4.583333333333333,1.2858679,Transit
K2-350 b,K2-350,4.163873,,1.54,0.137,,,,1158.0,,5789.0,1.04,0.98,489.368,4.39,-14.0092516,Transit
K2-350 c,K2-350,19.99101466666667,,2.7750000000000004,0.2475,,,,687.0,,5794.0,1.01,1.01,489.368,4.43,-14.0092516,Transit
K2-351 b,K2-351,7.80639867,,2.785,0.2485,,,,934.0,,5749.0,1.0575,1.0266666666666666,694.734,4.413333333333333,-11.8049588,Transit
K2-352 b,K2-352,3.665912,,1.37,0.122,,,,1160.0,,5791.0,0.95,0.98,176.051,4.47,18.469628,Transit
K2-352 c,K2-352,8.235685499999999,,1.96,0.1855,,,,885.0,,5860.5,0.935,0.98,176.051,4.484999999999999,18.469628,Transit
K2-352 d,K2-352,14.870664999999999,,3.3150000000000004,0.2945,,,,727.0,,5860.5,0.935,0.98,176.051,4.484999999999999,18.469628,Transit
K2-353 b,K2-353,15.466805,,5.55,0.495,,,,735.0,,5698.0,0.99,0.87,268.515,4.38,-2.2819018,Transit
K2-354 b,K2-354,3.793653,,1.56,0.139,,,,543.0,,3589.5,0.415,0.425,91.722,4.835,10.1472175,Transit
K2-355 b,K2-355,5.7385647,0.0632,2.25,0.201,,,,1066.0,,5790.0,0.92,0.96,500.497,4.49,13.5027816,Transit
K2-356 b,K2-356,21.0267366,0.1599,2.29,0.204,,,,624.0,,5568.0,0.86,0.9,355.54,4.52,13.6613758,Transit
K2-357 b,K2-357,16.3488637,0.145,3.72,0.332,,,,735.0,,5794.0,1.0,0.98,517.687,4.43,16.3289144,Transit
K2-358 b,K2-358,11.2510285,0.0863,2.68,0.239,,,,888.0,,5650.0,0.91,0.93,480.307,4.49,18.9497263,Transit
K2-36 b,K2-36,1.4226238285714286,0.022815000000000002,1.4362857142857144,0.12828571428571428,4.1,0.0129,0.0465,1261.3333333333333,K2 V,4923.166666666667,0.7357142857142858,0.798,109.749,4.6425,3.8665038,Transit
K2-36 c,K2-36,5.34087318375,0.05513,3.052857142857143,0.27214285714285713,7.85,0.0247,0.0445,811.6666666666666,K2 V,4908.04875,0.7375,0.7957142857142857,109.749,4.623333333333334,3.8665038,Transit
K2-365 b,K2-365,23.4437512,,2.93825,0.2625,,,,,,5620.5,1.016,0.8999999999999999,187.222,4.406666666666666,-21.0269691,Transit
K2-366 b,K2-366,15.937168999999999,,2.023,0.18033333333333335,,,,,,5087.5,0.79,0.82,185.947,4.41,-19.3468837,Transit
K2-367 b,K2-367,20.645008999999998,,2.4443333333333332,0.218,,,,,,4372.0,0.6266666666666666,0.76,176.965,4.73,-13.264455399999997,Transit
K2-368 b,K2-368,5.025906333333333,,1.4580000000000002,0.13,,,,,,4671.0,0.6533333333333333,0.75,206.60800000000003,4.67,-11.1661157,Transit
K2-368 c,K2-368,9.659438,,1.3704999999999998,0.122,,,,,,4663.0,0.62,0.75,206.608,4.67,-11.1661157,Transit
K2-368 d,K2-368,20.200992499999998,,1.919,0.17149999999999999,,,,,,4663.0,0.62,0.75,206.608,4.67,-11.1661157,Transit
K2-369 b,K2-369,5.7617689500000004,,1.31825,0.11699999999999999,,,,,,5592.0,0.87,0.73,185.55,4.495,-10.8750666,Transit
K2-37 b,K2-37,4.4426777799999995,0.051074999999999995,1.5732,0.1404,,,,974.0,G3 V,5261.75,0.8099999999999999,0.8966666666666666,179.943,4.5633333333333335,-24.7870527,Transit
K2-37 c,K2-37,6.429628201666667,0.06537,2.6276,0.2344,,,,861.0,G3 V,5194.8,0.8183333333333334,0.875,179.943,4.5425,-24.7870527,Transit
K2-37 d,K2-37,14.0917226,0.11025,2.5284,0.22560000000000002,,,,663.0,G3 V,5261.75,0.8099999999999999,0.8966666666666666,179.943,4.5633333333333335,-24.7870527,Transit
K2-370 b,K2-370,2.14084,,3.207,0.286,,,,,G8,5377.0,0.97,0.98,144.202,4.45,19.8316901,Transit
K2-371 b,K2-371,3.114920824,,12.518,1.1183333333333334,,,,,,4943.0,0.746,0.8666666666666666,442.813,4.626666666666666,11.6307099,Transit
K2-372 b,K2-372,9.844056,,3.0583333333333336,0.27366666666666667,,,,,,5489.615,0.9325,0.905,463.88,4.45,13.0094226,Transit
K2-373 b,K2-373,11.02098,,2.1555,0.1925,,,,,,6138.0,1.5,1.16,229.567,4.16,13.6884986,Transit
K2-374 b,K2-374,4.521953,,1.593,0.142,,,,,G3,5789.0,0.91,0.73,359.439,4.39,16.3558324,Transit
K2-374 c,K2-374,16.43445,,2.213,0.197,,,,,G3,5789.0,0.91,0.73,359.439,4.39,16.3558324,Transit
K2-375 b,K2-375,14.4539645,,2.279333333333333,0.20433333333333334,,,,,,5828.693333333334,1.4275,1.085,696.1,4.170000000000001,20.3593003,Transit
K2-376 b,K2-376,5.776475,,1.736,0.155,,,,,G1,5937.0,1.15,0.91,161.61,4.28,25.0380824,Transit
K2-377 b,K2-377,12.834181206666665,,1.7565,0.1565,,,,,,4257.0,0.68,0.745,195.149,4.625,-12.0951142,Transit
K2-378 b,K2-378,2.060268666666667,,3.02,0.26949999999999996,,,,,,4838.5,0.7333333333333334,0.855,687.973,4.635,-11.1172332,Transit
K2-379 b,K2-379,8.777773499999999,,2.2255000000000003,0.199,,,,,,4603.0,0.72,0.86,182.207,4.62,-27.1807287,Transit
K2-38 b,K2-38,4.0161050000000005,0.0503925,1.7085,0.15233333333333335,11.51745,0.03624,0.1535,1253.3333333333333,G2 V,5741.6,1.1733333333333333,1.294,192.68999999999997,4.359999999999999,-23.189419599999997,Transit
K2-38 c,K2-38,10.561076,0.096035,2.4880000000000004,0.2218,8.533333333333333,0.026846666666666668,0.1235,907.6666666666666,G2 V,5737.75,1.1320000000000001,1.0575,192.69,4.363333333333333,-23.1894196,Transit
K2-380 b,K2-380,9.401516,,2.3445,0.209,,,,,,5911.0,1.225,0.99,249.303,4.19,-26.5387308,Transit
K2-381 b,K2-381,7.938996466666667,,1.0326666666666666,0.09333333333333334,,,,,,4567.0,0.65,0.75,145.701,4.655,-21.0075789,Transit
K2-381 c,K2-381,16.0361368,,2.027,0.18025,,,,,,4614.666666666667,0.654,0.75,145.701,4.655,-21.0075789,Transit
K2-381 d,K2-381,26.804473666666667,,1.5670000000000002,0.14100000000000001,,,,,,4567.0,0.65,0.75,145.701,4.655,-21.0075789,Transit
K2-382 b,K2-382,21.699258333333333,,2.4076666666666666,0.21566666666666667,,,,,,5511.0,0.8333333333333334,0.92,278.412,4.595000000000001,-19.6269336,Transit
K2-383 b,K2-383,1.8659886666666665,,1.7243333333333333,0.15533333333333335,,,,,,5180.0,0.8366666666666666,1.06,203.788,4.67,-18.3795798,Transit
K2-384 b,K2-384,2.231527,,1.076,0.096,,,,,M4 V,3623.0,0.35,0.33,82.6603,4.87,0.7509701,Transit
K2-384 c,K2-384,4.195008,,1.1205,0.1,,,,,M4 V,3623.0,0.305,0.33,82.6603,4.87,0.7509701,Transit
K2-384 d,K2-384,6.679341,,1.246,0.111,,,,,M4 V,3623.0,0.305,0.33,82.6603,4.87,0.7509701,Transit
K2-384 e,K2-384,9.7155265,,1.2425,0.11099999999999999,,,,,M4 V,3623.0,0.305,0.33,82.6603,4.87,0.7509701,Transit
K2-384 f,K2-384,13.627486666666668,,2.001,0.1785,,,,,M4 V,3741.5,0.29,0.33,82.6603,4.87,0.7509701,Transit
K2-385 b,K2-385,2.3809234999999997,,1.6295,0.14500000000000002,,,,,,4844.0,0.745,0.93,420.819,4.64,5.8712567,Transit
K2-386 b,K2-386,7.473417666666666,,2.5300000000000002,0.22549999999999998,,,,,,5670.5,0.9966666666666667,0.91,428.785,4.42,7.0130302,Transit
K2-387 b,K2-387,28.735174999999998,,6.514,0.582,,,,,,3572.0,0.5299999999999999,0.57,266.318,4.66,11.3684915,Transit
K2-388 b,K2-388,6.339069,,3.66,0.327,,,,,G8,5367.0,0.9,0.84,290.495,4.46,-11.0773564,Transit
K2-389 b,K2-389,8.5838045,,2.151,0.192,,,,,G3,5782.0,1.08,0.8,259.208,4.27,-9.7135814,Transit
K2-389 c,K2-389,20.851337,,2.04,0.182,,,,,G3,5782.0,1.08,0.8,259.208,4.27,-9.7135814,Transit
K2-39 b,K2-39,4.604763816666667,0.058826666666666666,5.7894,0.5166000000000001,39.56823333333333,0.12449333333333334,0.050666666666666665,1670.0,,4903.5,2.705,1.1375,307.47,3.535,-9.0229405,Transit
K2-390 b,K2-390,3.312792,,4.662,0.416,,,,,G4,5558.0,0.97,0.79,456.122,4.37,-9.5887124,Transit
K2-391 b,K2-391,4.622654,,1.371,0.122,,,,,G7,5543.0,0.57,0.76,507.94,4.97,-7.7015151,Transit
K2-392 b,K2-392,15.398723,,1.85,0.165,,,,,G3,5726.0,1.06,0.84,406.985,4.31,-7.4788816,Transit
K2-393 b,K2-393,10.4123105,,2.352,0.21,,,,,,5609.0,1.0950000000000002,0.88,265.914,4.32,-0.0821031,Transit
K2-394 b,K2-394,5.0957685,,1.692,0.151,,,,,,4714.0,0.605,0.48,98.0152,4.51,16.5185817,Transit
K2-395 b,K2-395,4.803352,,2.597,0.232,,,,,K0,5007.0,0.78,0.95,286.727,4.63,16.6743415,Transit
K2-395 c,K2-395,8.491282,,3.395,0.303,,,,,K0,5007.0,0.78,0.95,286.727,4.63,16.6743415,Transit
K2-396 b,K2-396,0.673862,,1.579,0.141,,,,,G9,5236.0,0.92,0.95,274.864,4.49,17.2690562,Transit
K2-396 c,K2-396,25.76051,,3.124,0.279,,,,,,5236.0,0.92,0.95,274.864,4.49,17.2690562,Transit
K2-397 b,K2-397,3.572326,,2.417,0.216,,,,,G7,5387.0,0.97,0.94,199.354,4.43,21.2591617,Transit
K2-398 b,K2-398,6.393025,,2.274,0.203,,,,,G2,5946.0,1.24,0.94,606.992,4.23,1.9367044,Transit
K2-398 c,K2-398,18.787839,,5.098,0.455,,,,,G2,5946.0,1.24,0.94,606.992,4.23,1.9367044,Transit
K2-399 b,K2-399,0.759978,,6.049,0.54,,,,,F9,5690.0,1.54,0.78,515.491,3.96,2.2378452,Transit
K2-4 b,K2-4,10.004332781666667,0.07573333333333333,2.2039999999999997,0.1964,,,0.08,563.0,,4090.546,0.5783333333333333,0.6,231.828,4.71,-3.9055746,Transit
K2-400 b,K2-400,3.865053,,1.163,0.104,,,,,M3,3578.0,0.38,0.37,62.3804,4.85,3.6969271,Transit
K2-401 b,K2-401,6.293099,,2.262,0.202,,,,,K7,4213.0,0.68,0.87,200.727,4.72,3.9548275,Transit
K2-402 b,K2-402,17.27474,,2.678,0.239,,,,,G2,5716.0,1.28,0.94,523.055,4.2,6.419318,Transit
K2-403 b,K2-403,33.589979,,5.333,0.476,,,,,G4,5511.0,0.89,0.78,246.599,4.44,9.6739464,Transit
K2-404 b,K2-404,13.115365,,2.53,0.226,,,,,M1,3748.0,0.55,0.55,121.63,4.7,12.1911149,Transit
K2-405 b,K2-405,3.4354620000000002,,4.1875,0.374,,,,,K0,4927.0,0.77,1.03,197.234,4.68,12.535614,Transit
K2-406 b,K2-406,22.549406,,4.602,0.411,,,,,G4,5784.0,0.96,0.8,85.3751,4.37,-25.3706149,Transit
K2-407 b,K2-407,4.941907,,1.283,0.114,,,,,G4,5563.0,0.93,0.88,218.376,4.45,-23.0067371,Transit
K2-407 c,K2-407,9.22453,,1.36,0.121,,,,,G4,5563.0,0.93,0.88,218.376,4.45,-23.0067371,Transit
K2-408 b,K2-408,20.978959,,1.677,0.15,,,,,G7,5335.0,0.78,0.81,162.306,4.56,-17.6842698,Transit
K2-409 b,K2-409,1.908084,,2.482,0.221,,,,,G4,5742.0,1.23,0.89,431.031,4.2,-16.3512966,Transit
K2-411 b,K2-411,3.2141,0.0511,0.99,0.088,,,,,,5711.0,1.38,1.02,298.219,4.17,19.3909877,Transit
K2-412 b,K2-412,5.9382,0.0586,2.116,0.189,,,,,,5590.0,0.98,0.89,654.085,4.41,21.580162,Transit
K2-413 b,K2-413,0.8094,0.0117,0.76,0.068,,,,,,4116.0,0.7,0.81,285.162,4.66,-7.6120272,Transit
K2-413 c,K2-413,5.3301,0.0426,1.233,0.11,,,,,,4116.0,0.7,0.81,285.162,4.66,-7.6120272,Transit
K2-414 b,K2-414,4.3696,0.0487,1.219,0.109,,,,,,4343.0,0.73,0.81,260.036,4.62,-4.6066569,Transit
K2-414 c,K2-414,6.669,0.0552,1.929,0.172,,,,,,4343.0,0.73,0.81,260.036,4.62,-4.6066569,Transit
K2-415 b,K2-415,4.0179694,0.027,1.015,0.091,7.5,0.0236,,412.0,M5 V,3173.0,0.2,0.16,21.8182,5.07,11.8622503,Transit
K2-416 b,K2-416,13.102,0.088,2.66,0.237,1652.70772,5.2,,447.0,M V,3746.0,0.55,0.55,120.311,4.69,-5.2015032,Transit
K2-417 b,K2-417,6.535,0.063,3.31,0.295,699.2225,2.2,,558.0,M V,3861.0,0.58,0.57,94.0424,4.67,-10.0365901,Transit
K2-42 b,K2-42,6.6879684,0.0617,2.3966666666666665,0.214,,,,,,4544.5,0.6633333333333333,0.7,396.913,4.66,-5.1720463,Transit
K2-43 b,K2-43,3.4712102000000002,0.037919999999999995,4.5840000000000005,0.4088,,,0.07,939.0,,3847.33,0.562,0.59,182.536,4.7,-3.9754405,Transit
K2-43 c,K2-43,2.199167,,2.51,0.223,,,,1094.0,,3840.6,0.575,0.57,182.536,,-3.9754405,Transit
K2-44 b,K2-44,5.656618333333333,0.06255,2.577,0.23,,,,1211.0,,5875.0,1.4100000000000001,1.1166666666666665,476.703,4.073333333333333,-2.5209338,Transit
K2-45 b,K2-45,1.72926055,0.0237,9.8875,0.88275,,,0.1,,,4212.033333333334,0.6325000000000001,0.5900000000000001,495.317,4.82,-1.7740582,Transit
K2-46 b,K2-46,19.153769,0.13821,2.3222,0.2062,,,,889.0,,6262.25,1.262,0.99,449.23699999999997,4.155,-0.9072099999999998,Transit
K2-47 b,K2-47,31.646202,0.1779,2.3,0.20533333333333334,,,,,,4932.0,0.7533333333333333,0.75,349.88100000000003,4.54,2.7805614,Transit
K2-48 b,K2-48,20.508297666666667,0.1344,2.4166666666666665,0.21566666666666667,,,,,,4813.5,0.7033333333333333,0.77,313.764,4.6,3.2723812,Transit
K2-49 b,K2-49,2.770600566666667,0.0309,2.8266666666666667,0.2523333333333333,,,,,,4252.0,0.6066666666666667,0.51,457.125,4.81,3.4755182999999996,Transit
K2-5 b,K2-5,5.73563124,0.0515,2.386,0.21180000000000004,,,,599.5,K7.5 V,4035.25,0.54,0.5533333333333333,202.943,4.765000000000001,-1.8778254,Transit
K2-5 c,K2-5,10.933365,0.07919999999999999,1.96,0.17475000000000002,,,,483.5,K7.5 V,4017.6666666666665,0.52,0.5533333333333333,202.943,4.765000000000001,-1.8778254,Transit
K2-50 b,K2-50,8.752622466666667,0.0705,2.1133333333333333,0.18833333333333332,,,,,,4289.0,0.61,0.61,257.443,4.74,5.988288999999999,Transit
K2-52 b,K2-52,3.535106875,0.051250000000000004,11.92,1.06325,,,,2004.0,,5506.666666666667,1.4949999999999999,1.45,1038.41,4.06,-24.9699462,Transit
K2-53 b,K2-53,12.2075197,0.09775,2.4775,0.221,,,,665.0,,4942.75,0.782,0.7999999999999999,138.018,4.5,-20.4005984,Transit
K2-54 b,K2-54,9.7843,0.0671,1.15,0.103,,,,,,3798.0,0.38,0.42,174.955,4.89,-17.5440636,Transit
K2-55 b,K2-55,2.8493098100000003,0.03493,4.175,0.3725,,,0.07,,,4334.496666666667,0.6814285714285714,0.6859999999999999,159.522,4.6,-17.2508002,Transit
K2-57 b,K2-57,9.006952,0.0746,2.27,0.20233333333333334,,,,,,4411.0,0.6333333333333333,0.68,264.213,4.68,-14.0700007,Transit
K2-58 b,K2-58,7.052459216,0.0692,2.6535,0.23675000000000002,,,,,,5141.25,0.82,0.86,181.746,4.523333333333333,-14.049857,Transit
K2-58 c,K2-58,2.5371233,0.035,1.64875,0.14725,,,,,,5181.666666666667,0.815,0.875,181.746,4.529999999999999,-14.049857,Transit
K2-58 d,K2-58,22.88185875,0.1517,1.7705,0.158,,,,,,5181.666666666667,0.815,0.875,181.746,4.529999999999999,-14.049857,Transit
K2-59 b,K2-59,20.694017666666667,0.1354,2.4,0.215,,,,,,4915.0,0.7000000000000001,0.77,311.313,4.59,-14.027727,Transit
K2-59 c,K2-59,11.295736,0.0905,2.283333333333333,0.20366666666666666,,,,,,4915.0,0.7000000000000001,0.77,311.313,4.59,-14.027727,Transit
K2-6 b,K2-6,30.9412702,0.189,2.5624,0.2286,,,,615.0,,5736.0,0.93,0.9433333333333334,316.819,4.535,-1.1984418,Transit
K2-60 b,K2-60,3.0025858850000002,0.043395,8.613999999999999,0.76825,135.39558,0.426,0.0,1400.0,G4 V,5586.8,1.3116666666666668,1.0125,491.87000000000006,4.1075,-13.7318044,Transit
K2-61 b,K2-61,2.573210396,0.0392,2.09575,0.18675,,,,,,5863.0,1.076,1.0866666666666667,405.732,4.36,-13.5600447,Transit
K2-62 b,K2-62,6.671526396,0.0636,1.9857500000000001,0.177,,,,,,4642.75,0.6699999999999999,0.7233333333333333,112.46700000000001,4.636666666666667,-12.1874776,Transit
K2-62 c,K2-62,16.197255,0.1148,1.96775,0.1755,,,,,,4672.0,0.6625,0.7250000000000001,112.467,4.65,-12.1874776,Transit
K2-63 b,K2-63,20.260169666666666,0.1627,2.7300000000000004,0.24366666666666667,,,,,,6228.5,1.2833333333333332,1.4,517.534,4.15,-12.0663429,Transit
K2-63 c,K2-63,25.45677166666667,0.189,3.516666666666667,0.314,,,,,,6228.5,1.2833333333333332,1.4,517.534,4.15,-12.0663429,Transit
K2-64 b,K2-64,6.5311127025,0.0619,2.57,0.2293333333333333,,,,,,5338.666666666667,0.825,0.84,499.891,4.555,-11.4286687,Transit
K2-65 b,K2-65,12.648562044,0.1014,1.5205,0.1355,,,,,,4907.666666666667,0.7375,0.7849999999999999,,4.54,-10.9261373,Transit
K2-66 b,K2-66,5.069401066666667,0.06026,2.6366666666666667,0.235,21.3,0.06702,0.0,1372.0,,6111.666666666667,1.6566666666666665,1.135,513.877,4.035,-10.7115362,Transit
K2-68 b,K2-68,8.054557275,0.0708,1.787,0.15925,,,,,,4786.333333333333,0.69,0.74,168.652,4.6850000000000005,-10.5673649,Transit
K2-69 b,K2-69,7.0656258,0.0591,2.5966666666666662,0.2303333333333333,,,,,,4093.0,0.5299999999999999,0.55,180.697,4.79,-10.4886817,Transit
K2-7 b,K2-7,28.682906666666668,0.1839,3.6966666666666668,0.32866666666666666,,,,651.0,,5743.5,1.5633333333333332,1.01,738.553,3.82,-1.065855,Transit
K2-70 b,K2-70,13.980380865999999,0.1112,2.775,0.2475,,,,,,5210.75,0.8140000000000001,0.8799999999999999,232.964,4.526666666666667,-10.0849917,Transit
K2-71 b,K2-71,6.9858446999999995,0.0559,2.735,0.244,,,,,,3948.5,0.5,0.48,153.192,4.85,-9.8816109,Transit
K2-72 b,K2-72,5.577305566666666,0.0385,1.1233333333333333,0.10000000000000002,,,0.11,,,3473.49,0.33,0.245,66.4321,5.05,-9.6120084,Transit
K2-72 c,K2-72,15.188067,0.0751,1.01,0.09,,,0.11,,,3428.7349999999997,0.28,0.245,66.4321,5.05,-9.6120084,Transit
K2-72 d,K2-72,7.760039,0.04805,0.87,0.0775,,,0.11,,,3428.7349999999997,0.28,0.245,66.4321,5.05,-9.6120084,Transit
K2-72 e,K2-72,24.162884,0.10200000000000001,1.055,0.094,,,0.11,,,3428.7349999999997,0.28,0.245,66.4321,5.05,-9.6120084,Transit
K2-73 b,K2-73,7.495397223333334,0.07619,3.13125,0.27949999999999997,,,,,,6026.0,1.18,1.0525,269.183,4.4,-9.0560881,Transit
K2-74 b,K2-74,19.56651075,0.1402,2.96725,0.26475,,,,,,5931.0,1.0325,0.975,377.822,4.34,-8.7145697,Transit
K2-75 b,K2-75,7.816749725,0.081,2.61475,0.23325,,,,,,5939.0,1.325,1.165,561.93,4.1899999999999995,-7.469895,Transit
K2-75 c,K2-75,18.2923315,0.1429,2.7165,0.24225,,,,,,5939.0,1.325,1.165,561.93,4.1899999999999995,-7.469895,Transit
K2-77 b,K2-77,8.200278,0.076,2.4495,0.2185,603.877,1.9,0.14,,,5050.65,0.788,0.8275,141.731,4.555,12.572448,Transit
